movie_id,title,year,length,age_guide,description,poster,trailer_url,is_deleted,is_in_cinema,is_coming_soon,genre,language,director,writer,actors,keywords
1842,Analyze This,1999,1h 43min,R,living shadow famous psychiatrist father multiple issues deal getting ready remarry new york city psychologist dr ben sobel one problem take care fender bender powerful mob boss paul vitti secretly suffering intense anxiety attacks render incapable best notorious gangster decides pay good doctor visit hell bent resolving deep seated annual meeting big apple mafia dons pressing two week deadline come effective solution conflicted dangerous patient takes answer analyse,https://m.media-amazon.com/images/M/MV5BNTIzNjQ5OTMtM2U2NS00YTNkLWIzMmYtOTcyOTA5MDU0YTdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/ejjjWYYST1Q,False,False,False,Crime Comedy,English,HalHartley,HaroldRamis PeterTolan KennethLonergan,RobertDeNiro BillyCrystal LisaKudrow ChazzPalminteri KreshNovakovic,"Living in the shadow of his famous psychiatrist father, with multiple issues to deal with while getting ready to remarry, the New York City psychologist, Dr Ben Sobel, has one more problem to take care of, after a fender bender with the powerful mob boss, Paul Vitti. Secretly suffering from intense anxiety attacks that render him incapable of doing what he is best at, the notorious gangster decides to pay the good doctor a visit, hell-bent on resolving his deep-seated issues before the annual meeting of Big Apple's Mafia Dons. Now, Ben has a pressing two-week deadline to come up with an effective solution, as his conflicted but dangerous patient takes no for an answer. Can Ben analyse this?"
1843,The Corruptor,1999,1h 50min,R,nick chen one new york city martial police officers first chinese born immigrant force job keep peace chinatown turf war broken triads ruthless dangerous fukienese dragons teams danny wallace terribly unaware situation tongs boldly attempt bribe forced faithfulness,https://m.media-amazon.com/images/M/MV5BNDY4ZDFjYTMtMGI5ZS00ZjBjLWI2YzAtOWE0YzM4Y2Y2MGRmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.youtube.com/embed/g-D9unnCJhY,False,False,False,Mystery Action Thriller Crime Drama,Cantonese English,JamesD.Parriott,RobertPucci,JonKitLee PaulBen-Victor RicYoung MarkWahlberg ChowYun-Fat,"Nick Chen is one of New York City's most martial police officers and the first Chinese-born immigrant on the force. Chen's job is to keep the peace in Chinatown from a turf war that has broken out between the Triads and the ruthless, and dangerous Fukienese Dragons. Chen teams up with Danny Wallace, who is terribly unaware of this situation. When the Tongs boldly attempt to bribe Wallace, Chen is forced to keep his faithfulness."
1943,Tarzan,1999,1h 28min,G,movie life tarzan small orphan raised ape named kala since child believed family expedition jane porter rescued finds human must make decision belong ...,https://m.media-amazon.com/images/M/MV5BY2ZiYWUxN2ItYmQxZi00NDlkLWE2NDAtOTNmYTg1MDI0NDk1XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,https://www.youtube.com/embed/cB3NW3O_OfE,False,False,False,Drama Family Adventure Animation,English,KevinHooks CharlesMartinSmith,NoniWhite TabMurphy BobTzudiker,GlennClose NigelHawthorne MinnieDriver TonyGoldwyn BrianBlessed,"The movie is about the life of Tarzan. Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to..."
1844,Cruel Intentions,1999,1h 37min,R12,kathryn merteuil sebastian valmont seductive manipulative step siblings get want makes bet must bed annette daughter headmaster school end summer break stated would wait love marriage sleep man wins gets vintage 1959 jaguar roadster girl knows never also play cecile naïve whose mother enlisted help fit new however plans ruin reputation revenge kat ex boyfriend left,https://m.media-amazon.com/images/M/MV5BMjMxNjM5OTQ2M15BMl5BanBnXkFtZTgwNjUxNzYxMTE@._V1_.jpg,https://www.youtube.com/embed/UzlKsS-IhEo,False,False,False,Romance Drama,Hindi Vietnamese English French,RogerCorman,RogerKumble ChoderlosdeLaclos,SarahMichelleGellar RyanPhillippe ReeseWitherspoon SelmaBlair LouiseFletcher,"Kathryn Merteuil and Sebastian Valmont are seductive, manipulative step-siblings who get what they want when they want it. Kathryn makes a bet with Sebastian: Sebastian must bed Annette, daughter of the headmaster at their school, before the end of summer break. Annette has stated that she would wait until love and marriage to sleep with a man. If Kathryn wins, she gets Sebastian's vintage 1959 Jaguar Roadster. If Sebastian wins, he gets Kathryn, the only girl he knows he'll never have. Also in play is Cecile, a naïve girl whose mother had enlisted Kathryn to help her fit in at her new school. However, Kathryn (with Sebastian's help) plans to ruin Cecile's reputation as revenge on Kat's ex-boyfriend, who left her for Cecile."
1845,"Lock, Stock and Two Smoking Barrels",1998,1h 47min,R,four jack lads find heavily seriously debt east end hard man enforcers crooked card game overhearing neighbours next flat plotting hold group depth drug growers heroes decide stitch robbers turn way confusion really starts pair antique double barrelled shotguns go missing completely different scam,https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,https://www.youtube.com/embed/124564828,False,False,False,Comedy Action Crime,English,GriffinDunne,GuyRitchie,JasonStatham NickMoran StevenMackintosh JasonFlemyng DexterFletcher,"Four Jack-the-lads find themselves heavily - seriously heavily - in debt to an East End hard man and his enforcers after a crooked card game. Overhearing their neighbours in the next flat plotting to hold up a group of out-of-their-depth drug growers, our heroes decide to stitch up the robbers in turn. In a way the confusion really starts when a pair of antique double-barrelled shotguns go missing in a completely different scam."
1846,The Deep End of the Ocean,1999,1h 46min,PG-13,deep end ocean film family reaction ben youngest son kidnapped found ten years later living town,https://m.media-amazon.com/images/M/MV5BOTYzYTQ0MDUtN2QwYy00ZDFmLWFlYWMtNDhlOTJhZWE4ZTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/mWa7nDm9Wdg,False,False,False,Drama,English,UluGrosbard,JacquelynMitchard StephenSchiff,MichellePfeiffer TreatWilliams WhoopiGoldberg JonathanJackson CoryBuck,"The Deep End of The Ocean is a film about a family's reaction when Ben, the youngest son is kidnapped and then found ten years later, living in the same town."
1847,The Rage: Carrie 2,1999,1h 44min,R,suicide friend rachel lang never felt outside one person reached jessie ryan also happens part popular crowd lives torment outsiders like however something else separates rest secret amazing powers move things mind sue snell survivor carrie white rampage 23 years ago may hold key helping come terms awesome unwanted slowly learns trust terrible trap laid making angry could prove deadly,https://m.media-amazon.com/images/M/MV5BMTMwNzMwNjUyNV5BMl5BanBnXkFtZTcwMzk3MTE3NA@@._V1_.jpg,https://www.youtube.com/embed/QUllfJplJoM,False,False,False,Horror Thriller Sci-Fi,English,KasiLemmons RobertLongo,RafaelMoreu StephenKing,EmilyBergl JasonLondon DylanBruno J.Smith-Cameron AmyIrving,"After the suicide of her only friend, Rachel Lang has never felt more on the outside. The one person who reached out to her, Jessie Ryan, also happens to be part of the popular crowd that lives to torment outsiders like her. However, Rachel has something else that separates her from the rest, secret amazing powers to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage 23 years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted powers. But as Rachel slowly learns to trust, a terrible trap is being laid for her, and making her angry could prove to be deadly."
1848,Wing Commander,1999,1h 40min,PG-13,mid 27th century terran confederation war felinoid kilrathi empire destroying base seized navcom unit hyperspace jump coordinates earth reinforcements scheduled arrive two hours hit falls upon starfighter carrier tcs tiger claw keep busy,https://m.media-amazon.com/images/M/MV5BZWYzY2JjZjItMWE0Ni00NzY5LTgwYTMtNTg1MjY0ODBkYTdiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,https://www.youtube.com/embed/mAxG4u_rqug,False,False,False,Action Adventure Sci-Fi,English,CharlesWalters,KevinDroney ChrisRoberts,TchékyKaryo SaffronBurrows JürgenProchnow FreddiePrinzeJr. MatthewLillard,"In the mid-27th century, the Terran Confederation is at war with the felinoid Kilrathi Empire. After destroying a Terran base, the Kilrathi have seized a NAVCOM unit with the hyperspace jump coordinates to Earth. With Terran reinforcements scheduled to arrive two hours after the Kilrathi hit Earth, it falls upon the starfighter carrier TCS Tiger Claw to keep the Kilrathi busy."
1849,The Haunting,1963,1h 52min,G,dr markway research prove existence ghosts investigates hill house large eerie mansion lurid history violent death insanity skeptical young luke stands inherit mysterious clairvoyant theodora insecure eleanor whose psychic abilities make feel somehow attuned whatever spirits inhabit old time goes becomes obvious gotten bargained ghostly presence manifests horrific deadly ways,https://m.media-amazon.com/images/M/MV5BNmM4OTU4YWMtYzVlOS00YTA3LTg0YzItYjhlYTIyMDQ4YTkyXkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_.jpg,https://www.youtube.com/embed/SrE9FQwWTcA,False,False,False,Horror,English,RobertTowne,NelsonGidding ShirleyJackson,JulieHarris ClaireBloom RichardJohnson RussTamblyn FayCompton,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity. With him are the skeptical young Luke, who stands to inherit the house, the mysterious and clairvoyant Theodora and the insecure Eleanor, whose psychic abilities make her feel somehow attuned to whatever spirits inhabit the old mansion. As time goes by it becomes obvious that they have gotten more than they bargained for as the ghostly presence in the house manifests itself in horrific and deadly ways."
1850,Dead Ringers,1988,1h 56min,R,mantle brothers doctors gynecologists identical twins mentally however one confident always manages seduce women meets tired current partner passed brother without knowing everything runs smoothly actress visits clinic shy first fall love able share,https://m.media-amazon.com/images/M/MV5BYTY4MTVhZGEtNGUyMS00Y2ZhLTlmN2EtMWI1YTYxMGYyN2I1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,https://www.youtube.com/embed/-ZHbu3msmes,False,False,False,Horror Drama Thriller,English,DarrenMoloney,NormanSnider DavidCronenberg BariWood,JeremyIrons GenevièveBujold HeidivonPalleske BarbaraGordon ShirleyDouglas,"The Mantle brothers are both doctors - both gynecologists - and identical twins. Mentally however, one of them is more confident than the other, and always manages to seduce the women he meets. When he's tired of his current partner, she is passed on to the other brother - without her knowing. Everything runs smoothly, until an actress visits their clinic, and the shy brother is the first to fall in love. Will they be able to 'share' her ?"
1851,My Boyfriend's Back,1993,1h 25min,PG-13,missy mccloud beautiful girl school johnny dingle love years one night killed trying win soon comes back dead wins heart,https://m.media-amazon.com/images/M/MV5BOWExMjI0ZDgtOGM1ZC00YjBmLWI0ZDEtNTAzN2RlZTVjMjIzXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg,https://www.youtube.com/embed/C7ZUKMWyPZs,False,False,False,Horror Fantasy Romance Comedy,English,BillDuke,DeanLorey,MaryBethHurt EdwardHerrmann DannyZorn AndrewLowery TraciLind,"Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night, Johnny is killed trying to win her over, and soon he comes back from the dead, and wins Missy's heart."
1852,Village of the Damned,1960,1h 17min,Not Rated,small english village midwich everybody everything falls deep mysterious sleep several hours middle day months later every woman capable child bearing pregnant children born pregnancies seem grow fast blond hair strange penetrating eyes make people things want,https://m.media-amazon.com/images/M/MV5BMGE5MzM4NDItZTgwNy00MDBjLWI2ODQtNzVjMzBhMjVhMjkyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,https://www.youtube.com/embed/YqlozoXVxYM,False,False,False,Horror Sci-Fi,English,WolfRilla,StirlingSilliphant RonaldKinnoch WolfRilla,GeorgeSanders BarbaraShelley MichaelGwynn LaurenceNaismith JohnPhillips,"In the small English village of Midwich everybody and everything falls into a deep, mysterious sleep for several hours in the middle of the day. Some months later every woman capable of child-bearing is pregnant and the children that are born out of these pregnancies seem to grow very fast and they all have the same blond hair and strange, penetrating eyes that make people do things they don't want to do."
